Title,Authors,Corporate Authors,Editors,Book Editors,Source Title,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Beginning Page,Ending Page,Article Number,DOI,Conference Title,Conference Date,Total Citations,Average per Year,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,busca
"Positive Effects of Vitamin D Supplementation in Patients Hospitalized for COVID-19: A Randomized, Double-Blind, Placebo-Controlled Trial","De Niet, Sophie; Tremege, Mickael; Coffiner, Monte; Rousseau, Anne-Francoise; Calmes, Doriane; Frix, Anne-Noelle; Gester, Fanny; Delvaux, Muriel; Dive, Anne-Francoise; Guglielmi, Elora; Henket, Monique; Staderoli, Alicia; Maesen, Didier; Louis, Renaud; Guiot, Julien; Cavalier, Etienne",,,,NUTRIENTS,AUG 2022,2022,14.0,15.0,,,,,,3048,10.3390/nu14153048,,,29,9.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20,0,4
High prevalence of post COVID-19 fatigue in patients with type 2 diabetes: A case-control study,"Mittal, Juhi; Ghosh, Amerta; Bhatt, Surya Prakash; Anoop, Shajith; Ansari, Irshad Ahmad; Misra, Anoop",,,,DIABETES & METABOLIC SYNDROME-CLINICAL RESEARCH & REVIEWS,NOV-DEC 2021,2021,15.0,6.0,,,,,,102302,10.1016/j.dsx.2021.102302,,,25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,1,4
Resveratrol as an Adjunctive Therapy for Excessive Oxidative Stress in Aging COVID-19 Patients,"Liao, Min-Tser; Wu, Chia-Chao; Wu, Shu-Fang Vivienne; Lee, Mei-Chen; Hu, Wan-Chung; Tsai, Kuo-Wang; Yang, Chung-Hsiang; Lu, Chien-Lin; Chiu, Sheng-Kang; Lu, Kuo-Cheng",,,,ANTIOXIDANTS,SEP 2021,2021,10.0,9.0,,,,,,1440,10.3390/antiox10091440,,,21,5.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,7,0,4
The Benefits of Vitamin D Supplementation for Athletes: Better Performance and Reduced Risk of COVID-19,"Grant, William B.; Lahore, Henry; Rockwell, Michelle S.",,,,NUTRIENTS,DEC 2020,2020,12.0,12.0,,,,,,3741,10.3390/nu12123741,,,13,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,4
Characterizing progressive beta-cell recovery after new-onset DKA in COVID-19 provoked A-β plus KPD (ketosis-prone diabetes): A prospective study from Eastern India,"Das Gupta, Riddhi; Atri, Avica; Mondal, Sunetra; Bhattacharjee, Abhishek; Garai, Ramprasad; Hazra, Arindam Kumar; Choudhury, Brojen; Dutta, Dhriti Sundar; Lodh, Moushumi; Ganguly, Arunangshu",,,,JOURNAL OF DIABETES AND ITS COMPLICATIONS,MAR 2022,2022,36.0,3.0,,,,,,108100,10.1016/j.jdiacomp.2021.108100,,,12,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,4
"Vitamin D and the Ability to Produce 1,25(OH)<sub>2</sub>D Are Critical for Protection from Viral Infection of the Lungs","Arora, Juhi; Patel, Devanshi R.; Nicol, McKayla J.; Field, Cassandra J.; Restori, Katherine H.; Wang, Jinpeng; Froelich, Nicole E.; Katkere, Bhuvana; Terwilliger, Josey A.; Weaver, Veronika; Luley, Erin; Kelly, Kathleen; Kirimanjeswara, Girish S.; Sutton, Troy C.; Cantorna, Margherita T.",,,,NUTRIENTS,AUG 2022,2022,14.0,15.0,,,,,,3061,10.3390/nu14153061,,,10,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,4
COVID-19 severity is associated with worsened neurological outcomes in multiple sclerosis and related disorders,"Conway, Sarah E.; Healy, Brian C.; Zurawski, Jonathan; Severson, Christopher; Kaplan, Tamara; Stazzone, Lynn; Galetta, Kristin; Chitnis, Tanuja; Houtchens, Maria K.",,,,MULTIPLE SCLEROSIS AND RELATED DISORDERS,JUL 2022,2022,63.0,,,,,,,103946,10.1016/j.msard.2022.103946,,,8,2.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,4
Bioavailability by design - Vitamin D<sub>3</sub> liposomal delivery vehicles,"Dalek, Paulina; Drabik, Dominik; Wolczanska, Halina; Forys, Aleksander; Jagas, Malgorzata; Jedruchniewicz, Natalia; Przybylo, Magdalena; Witkiewicz, Wojciech; Langner, Marek",,,,NANOMEDICINE-NANOTECHNOLOGY BIOLOGY AND MEDICINE,JUL 2022,2022,43.0,,,,,,,102552,10.1016/j.nano.2022.102552,,,8,2.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,4
Vitamin D Status in Relation to the Clinical Outcome of Hospitalized COVID-19 Patients,"Hafez, Wael; Saleh, Husam; Arya, Arun; Alzouhbi, Mouhamad; Alla, Osman Fdl; Lal, Kumar; Kishk, Samy; Ali, Sara; Raghu, Srinivasa; Elgaili, Walaa; Hadi, Wissam Abdul",,,,FRONTIERS IN MEDICINE,MAR 29 2022,2022,9.0,,,,,,,843737,10.3389/fmed.2022.843737,,,8,2.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,4
"Beneficial Effect of Short-Term Supplementation of High Dose of Vitamin D<sub>3</sub> in Hospitalized Patients With COVID-19: A Multicenter, Single-Blinded, Prospective Randomized Pilot Clinical Trial","Cervero, Miguel; Lopez-Wolf, Daniel; Casado, Guiomar; Novella-Mena, Maria; Ryan-Murua, Pablo; Luisa Taboada-Martinez, Maria; Rodriguez-Mora, Sara; Vigon, Lorena; Coiras, Mayte; Torres, Montserrat",Multidisciplinary Grp Study COVID,,,FRONTIERS IN PHARMACOLOGY,JUL 4 2022,2022,13.0,,,,,,,863587,10.3389/fphar.2022.863587,,,7,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4
"The snapshot of metabolic health in evaluating micronutrient status, the risk of infection and clinical outcome of COVID-19","Tsoukalas, Dimitris; Sarandi, Evangelia; Georgaki, Spyridoula",,,,CLINICAL NUTRITION ESPEN,AUG 2021,2021,44.0,,,,,173,187,,10.1016/j.clnesp.2021.06.011,,,7,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,4
The osteo-metabolic phenotype of COVID-19: an update,"di Filippo, Luigi; Frara, Stefano; Doga, Mauro; Giustina, Andrea",,,,ENDOCRINE,NOV 2022,2022,78.0,2.0,,,,247,254,,10.1007/s12020-022-03135-3,,,6,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,4
Nutritional parameters and outcomes in patients admitted to intensive care with COVID-19: a retrospective single-centre service evaluation,"Eden, Timothy; McAuliffe, Shane; Crocombe, Dominic; Neville, Jonathan; Ray, Sumantra",,,,"BMJ NUTRITION, PREVENTION & HEALTH",DEC 2021,2021,4.0,2.0,,,,416,424,,10.1136/bmjnph-2021-000270,,,5,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,4
Potential Role of Vitamins and Zinc on Acute Respiratory Infections Including Covid-19,"Murni, Indah K.; Prawirohartono, Endy P.; Triasih, Rina",,,,GLOBAL PEDIATRIC HEALTH,MAY 2021,2021,8.0,,,,,,,2333794X211021739,10.1177/2333794X211021739,,,5,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,4
Role of Micronutrients and Gut Microbiota-Derived Metabolites in COVID-19 Recovery,"de Jesus Hernandez-Flores, Teresita; Julia Pedraza-Brindis, Eliza; Cardenas-Bedoya, Jhonathan; Daniel Ruiz-Carrillo, Jose; Samael Mendez-Clemente, Anibal; Alonso Martinez-Guzman, Marco; Iniguez-Gutierrez, Liliana",,,,INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,OCT 2022,2022,23.0,20.0,,,,,,12324,10.3390/ijms232012324,,,4,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
Vitamin D and acute and severe illness - a mechanistic and pharmacokinetic perspective,"Schoenmakers, Inez; Fraser, William D.; Forbes, Alastair",,,,NUTRITION RESEARCH REVIEWS,JUN 2023,2023,36.0,1.0,,,,23,38,PII S0954422421000251,10.1017/S0954422421000251,,,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,4
COVID-19 Induced Taste Dysfunction and Recovery: Association with Smell Dysfunction and Oral Health Behaviour,"Catton, Georgia; Gardner, Alexander",,,,MEDICINA-LITHUANIA,JUN 2022,2022,58.0,6.0,,,,,,715,10.3390/medicina58060715,,,3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
Vitamin D for Recovery of COVID-19 in Patients With Chronic Kidney Disease,"Chiang, Wen-Fang; Hsiao, Po-Jen; Chan, Jenq-Shyong",,,,FRONTIERS IN NUTRITION,JUN 15 2022,2022,9.0,,,,,,,930176,10.3389/fnut.2022.930176,,,2,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4
Immunomodulatory Effects of Vitamin D in Respiratory Tract Infections and COVID-19 in Children,"Nicolae, Maria; Mihai, Cristina Maria; Chisnoiu, Tatiana; Balasa, Adriana Luminita; Frecus, Corina Elena; Mihai, Larisia; Lupu, Vasile Valeriu; Ion, Irina; Pantazi, Alexandru Cosmin; Twakor, Andreea Nelson; Andrusca, Antonio; Cambrea, Claudia Simona; Arghir, Ioan Anton; Lupu, Ancuta; Arghir, Oana Cristina",,,,NUTRIENTS,AUG 2023,2023,15.0,15.0,,,,,,3430,10.3390/nu15153430,,,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
Impact of vitamin D level and supplementation on systemic lupus erythematosus patients during COVID-19 pandemic,"Adel, Yasmin; Elgamal, Mohamed; Abdelsalam, Sherehan Adel",,,,ARCHIVES OF RHEUMATOLOGY,JUN 2022,2022,37.0,2.0,,,,288,299,,10.46497/ArchRheumatol.2022.8996,,,1,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
The Relationship Between Vitamin D Status and the Clinical Severity of COVID-19 Infection: A Retrospective Single-Center Analysis,"Zidrou, Christiana; Vasiliadis, Angelo V.; Tsatlidou, Maria; Sentona, Maria; Vogiatzis, Stavros; Beletsiotis, Anastasios",,,,CUREUS JOURNAL OF MEDICAL SCIENCE,FEB 19 2022,2022,14.0,2.0,,,,,,e22385,10.7759/cureus.22385,,,1,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
Low growth hormone secretion associated with post-acute sequelae SARS-CoV-2 infection (PASC) neurologic symptoms: A case-control pilot study,"Wright, Traver J.; Pyles, Richard B.; Sheffield-Moore, Melinda; Deer, Rachel R.; Randolph, Kathleen M.; Mcgovern, Kristen A.; Danesi, Christopher P.; Gilkison, Charles R.; Ward, Weston W.; Vargas, Jayson A.; Armstrong, Peyton A.; Lindsay, Sarah E.; Zaidan, Mohammed F.; Seashore, Justin; Wexler, Tamara L.; Masel, Brent E.; Urban, Randall J.",,,,MOLECULAR AND CELLULAR ENDOCRINOLOGY,JAN 1 2024,2024,579.0,,,,,,,112071,10.1016/j.mce.2023.112071,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"A systematic review: The relationship of COVID-19 to iron, zinc, and vitamin D","Alsharif, Meshal M.; Alyousef, Raghad; Alturki, Abdullah; Kofi, Mustafa A.",,,,JOURNAL OF FAMILY MEDICINE AND PRIMARY CARE,OCT 2023,2023,12.0,10.0,,,,2392,2400,,10.4103/jfmpc.jfmpc_2460_22,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Effects of Vitamin D Supplementation and Degradation on the Innate Immune System Response: Insights on SARS-CoV-2,"Lacitignola, Deborah; Diele, Fasma; Marangi, Carmela; Monti, Angela; Serini, Teresa; Vernocchi, Simonetta",,,,MATHEMATICS,SEP 2023,2023,11.0,17.0,,,,,,3711,10.3390/math11173711,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
The Effects of Vitamin D Supplementation on Respiratory Infections in Children under 6 Years Old: A Systematic Review,"Marusca, Larisa Mihaela; Reddy, Gowry; Blaj, Mihaela; Prathipati, Reshmanth; Rosca, Ovidiu; Bratosin, Felix; Bogdan, Iulia; Horhat, Razvan Mihai; Tapos, Gabriela-Florentina; Marti, Daniela-Teodora; Susan, Monica; Pingilati, Raja Akshay; Horhat, Florin George; Adelina, Mavrea",,,,DISEASES,SEP 2023,2023,11.0,3.0,,,,,,104,10.3390/diseases11030104,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Nutrient modulation of viral infection-implications for COVID-19,"Kim, Hye-Keong; Park, Chan Yoon; Han, Sung Nim",,,,NUTRITION RESEARCH AND PRACTICE,DEC 2021,2021,15.0,,,1.0,,S1,S21,,10.4162/nrp.2021.15.S1.S1,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
